2025-03-08 21:02:44,480 - app.config - INFO - Configuration file not found, creating default
2025-03-08 21:02:44,481 - app.config - INFO - Saved configuration to config.json
2025-03-08 21:03:54,259 - app.core.file_processor - INFO - Starting workflow processing
2025-03-08 21:03:54,259 - app.utils.file_utils - INFO - Found 2 files matching pattern 'STGDaily_*.xlsx' in C:/Users/user/Desktop/ART/STG
2025-03-08 21:03:54,266 - app.core.file_processor - INFO - Processing file: C:/Users/user/Desktop/ART/STG\STGDaily_21012025.xlsx
2025-03-08 21:03:54,666 - app.core.file_processor - INFO - Processing file: C:/Users/user/Desktop/ART/STG\STGDaily_28022025.xlsx
2025-03-08 21:03:57,971 - app.main - ERROR - Error in worker thread: 'Месяц'
2025-03-08 21:04:33,701 - app.core.file_processor - INFO - Starting workflow processing
2025-03-08 21:04:33,702 - app.utils.file_utils - INFO - Found 2 files matching pattern 'STGDaily_*.xlsx' in C:/Users/user/Desktop/ART/STG
2025-03-08 21:04:33,702 - app.core.file_processor - INFO - Processing file: C:/Users/user/Desktop/ART/STG\STGDaily_21012025.xlsx
2025-03-08 21:04:34,078 - app.core.file_processor - INFO - Processing file: C:/Users/user/Desktop/ART/STG\STGDaily_28022025.xlsx
2025-03-08 21:04:37,399 - app.main - ERROR - Error in worker thread: 'Месяц'
2025-03-08 21:06:02,485 - app.config - INFO - Loaded configuration from config.json
2025-03-08 21:06:25,016 - app.core.file_processor - INFO - Starting workflow processing
2025-03-08 21:06:25,017 - app.utils.file_utils - INFO - Found 2 files matching pattern 'STGDaily_*.xlsx' in C:/Users/user/Desktop/ART/STG
2025-03-08 21:06:25,018 - app.core.file_processor - INFO - Processing file: C:/Users/user/Desktop/ART/STG\STGDaily_21012025.xlsx
2025-03-08 21:06:25,407 - app.core.file_processor - INFO - Processing file: C:/Users/user/Desktop/ART/STG\STGDaily_28022025.xlsx
2025-03-08 21:06:28,747 - app.main - ERROR - Error in worker thread: 'Месяц'
2025-03-08 21:07:13,281 - app.config - INFO - Loaded configuration from config.json
2025-03-08 21:07:25,260 - app.core.file_processor - INFO - Starting workflow processing
2025-03-08 21:07:25,260 - app.utils.file_utils - INFO - Found 2 files matching pattern 'STGDaily_*.xlsx' in C:/Users/user/Desktop/ART/STG
